Company ,Car Name,Engine,CC,HP (Horsepower),Speed (km/h),Acceleration (time in seconds to reach 100km/h),Price ($),Fuel Type,Seats,Torque (Nm)
Volkswagen,Golf Sportsvan,1.5L Turbo I4,1498,,210,8.9,30000,Petrol,5,250
Volkswagen,Golf Alltrack,2.0L Turbo Diesel I4,1968,,210,7.1,35000,Petrol,5,350
Volkswagen,Scirocco R,2.0L Turbo I4,1984,280,250,5.5,40000,Petrol,4,350
Volkswagen,Tiguan Allspace,2.0L Turbo I4,1984,,215,7.6,35000,Petrol,7,320
Volkswagen,Arteon 4MOTION,2.0L Turbo I4,1984,,250,5.6,48000,Petrol,5,350
Volkswagen,ID.4 GTX,Electric AWD,,299,180,6.2,50000,Electric,5,460
Volkswagen,ID.3 Pro,Electric,,204,160,7.3,35000,Electric,5,310
Volkswagen,Golf Variant,1.5L Turbo I4 / 2.0L Diesel I4,,,220,7.5,32000,Petrol,5,320
Volkswagen,Crafter,2.0L Turbo Diesel I4,1968,,160,13,40000,Diesel,3,410
Volkswagen,Lupo,1.4L I3 Gas / 1.2L Diesel I3,,,170,14.3,15000,Petrol,4,120
Volkswagen,Corrado,2.9L VR6,2861,190,235,6.4,25000,Petrol,4,245
Volkswagen,Phaeton,3.0L V6 Diesel / 6.0L W12 Gas,,,250,6.1,85000,Petrol,5,560
Volkswagen,Golf Cabriolet,1.2L I4 Turbo / 2.0L I4 Turbo,,,217,8.4,30000,Petrol,4,200
Volkswagen,Santana,1.5L I4 Gas,1498,110,190,12.9,15000,Petrol,5,145
Volkswagen,Polo Vivo,1.4L I4 Gas / 1.6L I4 Gas,,,170,10.8,14000,Petrol,5,132
Volkswagen,Karmann Ghia,1.2L I4 Gas,1192,,138,23,25000,Petrol,2,106
Volkswagen,Fox,1.2L I4 Gas / 1.4L I4 Gas,,,148,17.5,12000,Petrol,5,93
Volkswagen,Vento,1.6L I4 Gas / Diesel,1598,,186,11.7,18000,Petrol,5,153
Volkswagen,Golf Electric,Electric,,136,140,10.4,33000,Electric,5,290
Volkswagen,Bora,1.6L I4 Gas / 1.9L I4 Diesel,,,200,9.4,20000,Petrol,5,220
Volkswagen,Teramont,2.0L I4 Turbo / 3.6L V6 Gas,,,190,8.6,32000,Petrol,7,350
Volkswagen,Taos,1.5L I4 Turbo,1498,158,193,8.4,24000,Petrol,5,250
Volkswagen,Up! Cabriolet,1.0L I3 Turbo,999,,160,12.4,18000,Petrol,4,95
Volkswagen,T-Roc Cabriolet,1.0L I3 Turbo / 1.5L I4 Turbo,,,205,9.6,35000,Petrol,4,250
Volkswagen,Passat CC,2.0L I4 Turbo,1984,,240,7.3,40000,Petrol,5,280
Volkswagen,Transporter,2.0L I4 Turbo Diesel,1968,,180,12.2,35000,Diesel,9,340
Volkswagen,Amarok V6,3.0L V6 Turbo Diesel,2967,,191,7.9,45000,Diesel,5,580
Volkswagen,ID.2,Electric,,,160,8,25000,Electric,5,220
Volkswagen,Polo TDI,1.4L I4 Diesel / 1.6L Diesel,,,190,9.9,20000,Diesel,5,250
Volkswagen,Golf GTE,Plug-in Hybrid (1.4L I4 Turbo),,204,222,7.6,40000,Hybrid,5,350
Volkswagen,Touareg V8,4.0L V8 Turbo Diesel,3956,421,250,4.9,70000,Petrol,5,770
Volkswagen,Beetle Dune,1.4L I4 Turbo,1395,150,200,7.5,30000,Petrol,4,250
Volkswagen,Passat B8,1.5L I4 Turbo / 2.0L Diesel,,,210,8.7,28000,Petrol,5,250
Volkswagen,ID.4 Pro S,Electric,,201,180,7.8,45000,Electric,5,310
Volkswagen,Golf Cabriolet,1.2L I4 Turbo / 2.0L I4 Turbo,,,217,8.4,30000,Petrol,4,200
Volkswagen,Golf Country,1.8L I4 Gas,1781,98,165,12,25000,Petrol,5,170
Volkswagen,Jetta GLI,2.0L I4 Turbo,1984,228,250,6.5,31000,Petrol,5,350
Volkswagen,Arteon Shooting Brake,2.0L I4 Turbo,1984,,250,5.6,50000,Petrol,5,420
Volkswagen,T-Cross R-Line,1.0L I3 Turbo / 1.5L I4 Turbo,,,200,8.5,27000,Petrol,5,250
Volkswagen,Golf R32,3.2L VR6,3189,240,250,6.2,40000,Petrol,5,320
Volkswagen,Passat B7,1.6L Diesel / 2.0L I4 Turbo,,,220,8.5,26000,Petrol,5,280
Volkswagen,Scirocco 16V,1.8L I4 Gas,1781,137,220,7.1,35000,Petrol,4,230
Volkswagen,Polo BlueMotion,1.2L Diesel I3,1199,,190,10.5,20000,Diesel,5,210
Volkswagen,Golf Variant GTD,2.0L Diesel I4,1968,184,230,7.5,38000,Diesel,5,380
Volkswagen,Polo GTI R5,1.6L Turbocharged Rally Engine,1598,272,200,4.1,45000,Petrol,5,400
Volkswagen,ID. Buzz Pro,Electric,,204,145,10.2,60000,Electric,7,310
Volkswagen,Jetta Hybrid,1.4L I4 Turbo + Electric Motor,1395,170,210,8.6,28000,Hybrid,5,250
Volkswagen,Golf Variant Alltrack,2.0L Diesel I4,1968,,220,7.8,35000,Petrol,5,320
Volkswagen,Volkswagen XL1,Plug-in Hybrid (0.8L I2 Diesel),,68,160,11.9,150000,Hybrid,2,140
Volkswagen,Golf TDI,2.0L Diesel I4,1968,,220,8,28000,Diesel,5,350
Volkswagen,Passat Variant,1.5L I4 Turbo / 2.0L Diesel,,,220,8.5,30000,Petrol,5,280
Volkswagen,Polo GTI Clubsport,2.0L I4 Turbo,1984,300,240,6.7,30000,Petrol,5,320
Volkswagen,Jetta Hybrid,1.4L I4 Turbo + Electric Motor,1395,170,210,8.6,28000,Hybrid,5,250
Volkswagen,ID.3 GTX,Electric,,299,180,6.2,45000,Electric,5,310
Volkswagen,Arteon R-Line,2.0L I4 Turbo,1984,,250,5.6,50000,Petrol,5,420
Volkswagen,Golf TGI,1.5L I4 CNG,1498,130,220,8.8,30000,Petrol,5,200
Volkswagen,Scirocco GTS,2.0L I4 Turbo,1984,220,246,6.5,35000,Petrol,4,350
Volkswagen,Caddy Maxi,2.0L Diesel I4,1968,,180,12,25000,Diesel,7,250
Volkswagen,Volkswagen Lupo 3L,1.2L Diesel I3,1199,61,165,14.5,20000,Diesel,4,140
Volkswagen,Polo Beats,1.0L I3 Turbo,999,95,187,9.5,22000,Petrol,5,175
Volkswagen,Passat Hybrid,1.4L I4 Turbo + Electric Motor,1395,215,210,7.4,32000,Hybrid,5,330
Volkswagen,Golf TCR,2.0L I4 Turbo,1984,290,250,5.6,40000,Petrol,5,370
Volkswagen,Tiguan R-Line,2.0L I4 Turbo,1984,,250,4.9,45000,Petrol,5,420
Volkswagen,Sharan Business,2.0L Diesel I4,1968,,200,8.3,35000,Diesel,7,350
Volkswagen,ID. Buzz Cargo Pro,Electric,,204,145,10.2,55000,Electric,2,310
Volkswagen,Arteon 280 TSI,2.0L I4 Turbo,1984,280,250,5.6,50000,Petrol,5,350
Volkswagen,Jetta GLI 35th,2.0L I4 Turbo,1984,228,250,6.5,31000,Petrol,5,350
Volkswagen,Beetle Final Edition,2.0L I4 Turbo,1984,174,205,7,25000,Petrol,4,250
Volkswagen,Golf Variant TDI,2.0L Diesel I4,1968,,220,7.8,30000,Diesel,5,350
Volkswagen,Golf 4MOTION,2.0L Diesel I4,1968,,250,4.9,40000,Petrol,5,400
Volkswagen,Jetta SportWagen,1.4L I4 Turbo / 2.0L Diesel I4,,,200,8.5,27000,Petrol,5,250
Volkswagen,Polo GTI Plus,2.0L I4 Turbo,1984,207,237,6.7,30000,Petrol,5,320
Volkswagen,Touareg V6,3.0L V6 Turbo Diesel / Gasoline,2967,,235,7.5,60000,Petrol,5,450
Volkswagen,Tiguan eHybrid,1.4L I4 Turbo + Electric Motor,,245,200,7.5,42000,Hybrid,5,400
Volkswagen,Up! e-up!,Electric,,83,130,11.9,23000,Electric,4,210
Volkswagen,Amarok V8,4.0L V8 Turbo Diesel,3996,,210,7.4,70000,Diesel,5,580
Volkswagen,Golf R Cabriolet,2.0L I4 Turbo,1984,265,250,5.9,45000,Petrol,4,380
Volkswagen,Passat Alltrack TDI,2.0L Diesel I4,1968,190,220,8,40000,Diesel,5,400
Volkswagen,ID. Buzz Cargo EV,Electric,,204,145,10.2,55000,Electric,2,310
Nissan,Versa,1.6L Inline-4,1598,,180,10.4,16700,Petrol,5,154
Nissan,Micra,1.0L Turbocharged Inline-3,999,,175,10.8,15500,Petrol,5,160
Nissan,Patrol Platinum,5.6L V8,5552,,210,7.3,77000,Petrol,7,560
Nissan,Qashqai,1.3L Turbocharged Inline-4,1332,,195,8.9,26000,Petrol,5,260
Nissan,Murano,3.5L V6,3498,,210,7.5,39000,Petrol,5,325
Nissan,Maxima Platinum,3.5L V6,3498,,220,6.2,45000,Petrol,5,353
Nissan,Armada,5.6L V8,5552,,210,6.5,51000,Petrol,8,560
Nissan,Kicks,1.6L Inline-4,1598,,180,10.7,20000,Petrol,5,154
Nissan,X-Trail,1.5L Turbocharged Inline-3,1498,,200,8,29000,Hybrid,5,305
Nissan,Z (Fairlady Z),3.0L Twin-Turbo V6,2997,,250,4.5,40000,Petrol,2,475
Nissan,Almera,1.0L Turbocharged Inline-3,999,,185,10.7,14500,Petrol,5,160
Nissan,Sylphy,1.8L Inline-4,1798,,190,9.6,18000,Petrol,5,174
Nissan,Note,1.2L Inline-3 Hybrid,1198,,170,11.5,16000,Hybrid,5,150
Nissan,Sunny,1.6L Inline-4,1598,,180,11,15000,Petrol,5,156
Nissan,Cube,1.8L Inline-4,1798,,175,10.6,14500,Petrol,5,171
Nissan,Juke,1.0L Turbocharged Inline-3,999,,180,10.4,25000,Petrol,5,180
Nissan,Terrano,1.5L Inline-4 Diesel,1461,,168,13.5,15500,Diesel,5,248
Nissan,Magnite,1.0L Turbocharged Inline-3,999,,160,13,12000,Petrol,5,160
Nissan,Xterra,4.0L V6,3954,,200,7.8,35000,Petrol,7,381
Nissan,Patrol,5.6L V8,5552,,210,7.3,77000,Petrol,7,560
Nissan,GT-R NISMO,3.8L Twin-Turbo V6,3799,,330,2.9,220000,Petrol,2,652
Nissan,370Z Roadster,3.7L V6,3696,,250,5.5,41820,Petrol,2,366
Nissan,Ariya ,Dual Electric Motors,,,200,5.1,58950,Electric,5,600
Nissan,Patrol Royale,5.6L V8,5552,,210,6.6,85000,Petrol,7,560
Nissan,Infiniti QX80*,5.6L V8,5552,,210,6.5,70600,Petrol,7,560
Nissan,Tiida,1.6L Inline-4,1598,,190,10.1,14500,Petrol,5,154
Nissan,Pulsar,1.2L Turbocharged Inline-4,1197,,190,10.7,19000,Petrol,5,190
Nissan,Latio,1.5L Inline-4,1498,,175,11.5,13000,Petrol,5,139
Nissan,Bluebird Sylphy,2.0L Inline-4,1997,,185,10.5,18500,Petrol,5,191
Nissan,March,1.2L Inline-3,1198,,170,13.7,12000,Petrol,5,106
Nissan,Rogue Sport,2.0L Inline-4,1997,,190,9.8,24960,Petrol,5,199
Nissan,X-Trail Hybrid,2.0L Inline-4 Hybrid,1997,,180,9.4,28500,Hybrid,5,207
Nissan,Pathfinder Rock Creek,3.5L V6,3498,,190,7.4,42820,Petrol,7,351
Nissan,Armada Platinum,5.6L V8,5552,,210,6.5,65300,Petrol,8,560
Nissan,Terrano XL,1.6L Inline-4,1598,,165,12.5,14000,Petrol,5,145
Nissan,GT-R50 by Italdesign,3.8L Twin-Turbo V6,3799,,315,2.5,1100000,Petrol,2,780
Nissan,370Z NISMO,3.7L V6,3696,,250,5.2,45790,Petrol,2,374
Nissan,Ariya E-4ORCE,Dual Electric Motors,,,200,5.1,60000,Electric,5,600
Nissan,Patrol NISMO,5.6L V8,5552,,210,6.5,105000,Petrol,7,560
Nissan,Infiniti Q60*,3.0L V6 Twin-Turbo,2997,,250,5,41750,Petrol,4,400
Nissan,Primera,2.0L Inline-4,1998,,200,9.6,20000,Petrol,5,190
Nissan,Skyline,3.0L V6 Twin-Turbo,2997,,250,5,50000,Petrol,5,475
Nissan,Cedric,2.0L Inline-6,1998,,190,10.5,22000,Petrol,5,190
Nissan,Gloria,2.5L V6,2498,,210,8.6,30000,Petrol,5,250
Nissan,Stanza,1.8L Inline-4,1796,,175,11,18500,Petrol,5,170
Nissan,Patrol Super Safari,4.8L Inline-6,4750,,190,8.2,55000,Petrol,7,451
Nissan,Pathfinder Hybrid,2.5L Inline-4 Hybrid,2488,,190,7.7,42500,Hybrid,7,329
Nissan,X-Terra Pro-4X,2.5L Inline-4,2498,,175,10.8,40000,Petrol,7,240
Nissan,Rogue Platinum,1.5L Turbo Inline-3,1497,,180,8.2,38000,Petrol,5,300
Nissan,Qashqai Tekna,1.3L Turbo Hybrid Inline-4,1332,,190,9.2,36000,Hybrid,5,270
Nissan,GT-R V-Spec,3.8L Twin-Turbo V6,3799,,330,2.8,175000,Petrol,2,652
Nissan,Skyline NISMO,3.0L Twin-Turbo V6,2997,,270,4.7,55000,Petrol,5,475
Nissan,Ariya Lounge Edition,Dual Electric Motors,,,200,5.1,63000,Electric,5,600
Nissan,Patrol Titanium,5.6L V8,5552,,210,6.5,98000,Petrol,7,560
Nissan,Infiniti FX50*,5.0L V8,5026,,250,5.6,61750,Petrol,5,500
Nissan,Avenir,2.0L Inline-4,1998,,180,9.8,20000,Petrol,5,186
Nissan,Wingroad,1.8L Inline-4,1798,,175,10.8,18000,Petrol,5,168
Nissan,Presea,1.8L Inline-4,1838,,170,11.5,17500,Petrol,5,161
Nissan,Leopard,3.0L V6,2960,,200,8.4,32000,Petrol,5,265
Nissan,Sunny NISMO Edition,1.6L Turbo Inline-4,1598,,200,7.5,24000,Petrol,5,240
Nissan,Paladin,2.4L Inline-4,2438,,180,10.6,20000,Petrol,5,217
Nissan,Hardbody SUV,2.5L Inline-4,2498,,175,11,18500,Petrol,5,225
Nissan,Patrol Desert Edition,5.6L V8,5552,,210,6.5,95000,Petrol,7,560
Nissan,Pathfinder Armada,5.6L V8,5552,,200,6.5,60000,Petrol,7,560
Nissan,Rogue Midnight Edition,1.5L Turbo Inline-3,1497,,180,8.2,39000,Petrol,5,300
Nissan,GT-R Black Edition,3.8L Twin-Turbo V6,3799,,330,2.8,185000,Petrol,2,652
Nissan,Fairlady Z Heritage,3.0L Twin-Turbo V6,2997,,250,4.2,48000,Petrol,2,475
Nissan,Skyline GT-R R34,2.6L Twin-Turbo Inline-6,2568,,250,5.6,70000,Petrol,4,392
Nissan,Ariya Premiere,Dual Electric Motors,,,200,5.1,67000,Electric,5,600
Nissan,Infiniti QX55*,2.0L VC-Turbo Inline-4,1997,,230,6.5,50000,Petrol,5,380
Nissan,NV350 Caravan,2.5L Inline-4 Diesel,2488,,155,12.5,28000,Diesel,8,356
Nissan,Navara,2.3L Inline-4 Diesel,2298,,180,10.2,32000,Diesel,5,450
Nissan,Titan XD,5.6L V8,5552,,195,6.9,55000,Petrol,6,560
Nissan,Evalia,1.5L Inline-4 Diesel,1461,,140,15,25000,Diesel,7,200
Nissan,Cabstar,2.5L Inline-4 Diesel,2488,,145,14.8,27000,Diesel,3,350
Nissan,Cherry,1.4L Inline-4,1397,,145,14,14000,Petrol,5,110
Nissan,Laurel,2.8L Inline-6 Diesel,2825,,160,12.5,22000,Diesel,5,184
Nissan,Silvia,2.0L Turbo Inline-4,1998,,235,5.9,45000,Petrol,4,275
Nissan,NX Coupe,2.0L Inline-4,1998,,200,9,22000,Petrol,4,180
Nissan,AD Wagon,1.5L Inline-4,1498,,165,12.3,16000,Petrol,5,150
Nissan,Patrol Super Safari Y61,4.8L Inline-6,4750,,190,8.2,58000,Petrol,7,451
Nissan,Pathfinder Rock Creek Edition,3.5L V6,3498,,195,7.2,44000,Petrol,7,351
Nissan,Terrano II,2.7L Inline-4 Diesel,2664,,160,12.9,28000,Diesel,5,278
Nissan,Murano CrossCabriolet,3.5L V6,3498,,195,7.6,47000,Petrol,4,325
Nissan,X-Trail Tekna,1.5L Turbo Hybrid,1497,,190,8,43000,Hybrid,5,305
Nissan,GT-R LM NISMO,3.0L Twin-Turbo V6 Hybrid,3000,,320,3,600000,Hybrid,2,650
Nissan,Skyline 400R,3.0L Twin-Turbo V6,2997,,250,4.5,70000,Petrol,5,475
Nissan,Infiniti G37*,3.7L V6,3696,,250,5.5,42000,Petrol,5,365
Nissan,Patrol Black Edition,5.6L V8,5552,,200,6.5,85000,Petrol,7,560
Nissan,Ariya Empower+,Dual Electric Motors,,,200,5.1,68000,Electric,5,600
Nissan,Datsun 510 (Classic),1.6L Inline-4,1595,,175,10.2,25000,Petrol,4,135
Nissan,200SX,2.0L Turbo Inline-4,1998,,240,7.2,30000,Petrol,4,265
Nissan,300ZX,3.0L Twin-Turbo V6,2960,,250,5.9,50000,Petrol,4,384
Nissan,R390 GT1 Road Car,3.5L Twin-Turbo V8,3495,,354,3.3,1000000,Petrol,2,637
Nissan,Figaro,1.0L Turbo Inline-4,987,,170,12.8,20000,Petrol,4,103
Nissan,Hardbody Truck,2.4L Inline-4,2389,,160,10.6,25000,Petrol,5,206
Nissan,Atlas,3.0L Inline-4 Diesel,2999,,130,18,35000,Diesel,3,300
Nissan,Clipper,660cc Inline-3,659,,110,18.5,10000,Petrol,4,62
Nissan,NV200,2.0L Inline-4,1998,,140,14,28000,Petrol,7,188
Nissan,Violet,1.8L Inline-4,1770,,155,13.8,18000,Petrol,5,130
Nissan,Bluebird Z,2.0L Inline-4,1998,,190,11,23000,Petrol,5,180
Nissan,Stanza Wagon,2.4L Inline-4,2389,,160,12,22000,Petrol,7,205
Nissan,180SX,2.0L Turbo Inline-4,1998,,240,6.8,35000,Petrol,4,275
Nissan,Sunny California,1.6L Inline-4,1597,,170,11,18000,Petrol,5,140
Nissan,Patrol Warrior,5.6L V8,5552,,205,6.3,95000,Petrol,7,580
Nissan,Pathfinder Armada Platinum,5.6L V8,5552,,190,6.8,70000,Petrol,7,560
Nissan,Rogue Sport SL,2.0L Inline-4,1998,,190,9,32000,Petrol,5,195
Nissan,X-Trail Platinum Edition,1.5L Turbo Hybrid,1497,,190,8,46000,Hybrid,5,305
Nissan,Qashqai e-Power,1.5L Hybrid,1497,,200,7.5,40000,Hybrid,5,330
Nissan,GT-R Egoist,3.8L Twin-Turbo V6,3799,,315,2.8,220000,Petrol,2,637
Nissan,Infiniti M45*,4.5L V8,4494,,250,5.8,50000,Petrol,5,451
Nissan,Skyline 50th Anniversary,3.0L Twin-Turbo V6,2997,,250,4.5,75000,Petrol,5,475
Nissan,Ariya Dual Motor AWD,Dual Electric Motors,,,200,5.1,70000,Electric,5,600
Nissan,Patrol Legend Edition,5.6L V8,5552,,205,6.3,95000,Petrol,7,580
Nissan,Datsun 240Z (Classic),2.4L Inline-6,2393,,210,8,45000,Petrol,2,198
Nissan,100NX,1.6L Inline-4,1597,,185,9.6,18000,Petrol,4,135
Nissan,Cedric Special Edition,3.0L V6,2960,,225,8.5,60000,Petrol,5,330
Nissan,300ZX Turbo,3.0L Twin-Turbo V6,2960,,250,5.9,55000,Petrol,4,384
Nissan,Silvia S15 Spec-R,2.0L Turbo Inline-4,1998,,240,5.6,35000,Petrol,4,300
Nissan,NV400,2.3L Inline-4 Diesel,2298,,150,15,40000,Diesel,3,360
Nissan,Titan Warrior,5.6L V8,5552,,180,7,55000,Petrol,5,560
Nissan,Caravan Coach,2.5L Inline-4 Diesel,2498,,140,14,30000,Diesel,7,260
Nissan,Serena e-Power,1.2L Hybrid,1198,,160,12,35000,Hybrid,7,320
Nissan,Elgrand,3.5L V6,3498,,200,8.5,50000,Petrol,7,344
Nissan,Datsun 510,1.6L Inline-4,1595,,175,10.2,25000,Petrol,4,135
Nissan,Prairie,2.0L Inline-4,1998,,175,11,18000,Petrol,5,170
Nissan,Pulsar GTI-R,2.0L Turbo Inline-4,1998,,225,6,30000,Petrol,5,280
Nissan,Almera Tino,1.8L Inline-4,1769,,180,12.5,15000,Petrol,5,160
Nissan,Lucino,1.6L Inline-4,1597,,185,10.5,12000,Petrol,5,150
Nissan,Rasheen,1.5L Inline-4,1497,,165,13,10000,Petrol,5,135
Nissan,Mistral,2.7L Turbo Diesel,2663,,160,12.5,25000,Diesel,7,260
Nissan,Patrol Y60,4.2L Inline-6,4169,,160,12,45000,Diesel,7,330
Nissan,X-Trail GT,2.0L Turbo Inline-4,1998,,215,6.4,38000,Petrol,5,310
Nissan,Terrano Regulus,3.3L V6,3275,,175,10,28000,Petrol,5,290
Nissan,President,4.5L V8,4494,,210,7.5,70000,Petrol,5,400
Nissan,Cima,4.1L V8,4130,,210,8,60000,Petrol,5,390
Nissan,Leopard J. Ferie,3.0L V6 Turbo,2960,,215,6.5,45000,Petrol,5,340
Nissan,Gloria Gran Turismo,3.0L V6 Turbo,2960,,220,6.5,50000,Petrol,5,340
Nissan,Infiniti Q45*,4.5L V8,4494,,240,6.2,50000,Petrol,5,450
Nissan,Datsun 240Z,2.4L Inline-6,2393,,210,8,45000,Petrol,2,198
Nissan,280ZX,2.8L Inline-6,2753,,205,9.5,35000,Petrol,2,210
Nissan,Silvia S13,1.8L Turbo Inline-4,1809,,215,6.8,20000,Petrol,4,230
Nissan,200SX,2.0L Turbo Inline-4,1998,,225,7,25000,Petrol,4,260
Nissan,NX Coupe,1.8L Inline-4,1839,,200,9,18000,Petrol,4,180
Nissan,NV2500,4.0L V6,3954,,160,10,36000,Petrol,2,385
Nissan,NV3500,5.6L V8,5552,,170,9,42000,Petrol,2,525
Nissan,NT400 Cabstar,3.0L Inline-4 Diesel,2953,,140,15,35000,Diesel,3,350
Porsche,Panamera,2.9L V6 Twin Turbo,2894,,270,5.6,88000,Petrol,4,450
Porsche,Panamera 4,2.9L V6 Twin Turbo,2894,,270,5.4,92000,Petrol,4,450
Porsche,Panamera 4S,2.9L V6 Twin Turbo,2894,,289,4.4,105000,Petrol,4,550
Porsche,Panamera Turbo S,4.0L V8 Twin Turbo,3996,,315,3.1,180000,Petrol,4,820
Porsche,Panamera GTS,4.0L V8 Twin Turbo,3996,,300,3.9,130000,Petrol,4,620
Porsche,Panamera Platinum Edition,2.9L V6 Twin Turbo,2894,,270,5.4,102000,Petrol,4,450
Porsche,Panamera E-Hybrid,2.9L V6 + Electric Motor,,,280,4.4,115000,Hybrid (Petrol),4,700
Porsche,Panamera 4 E-Hybrid Sport Turismo,2.9L V6 + Electric Motor,,,280,4.4,120000,Hybrid (Petrol),4,700
Porsche,Panamera Turbo S E-Hybrid,4.0L V8 + Electric Motor,,,315,3.2,190000,Hybrid (Petrol),4,870
Porsche,Panamera 4 Executive,2.9L V6 Twin Turbo,2894,,270,5.6,95000,Petrol,4,450
Porsche,Cayenne,3.0L V6 Turbo,2995,,245,5.9,80000,Petrol,5,450
Porsche,Cayenne Coupe,3.0L V6 Turbo,2995,,245,6,85000,Petrol,5,450
Porsche,Cayenne S,2.9L V6 Twin Turbo,2894,,265,5,95000,Petrol,5,550
Porsche,Cayenne Turbo,4.0L V8 Twin Turbo,3996,,286,4,130000,Petrol,5,770
Porsche,Cayenne GTS,4.0L V8 Twin Turbo,3996,,270,4.5,110000,Petrol,5,620
Porsche,Cayenne Turbo S E-Hybrid,4.0L V8 + Electric Motor,,,295,3.6,170000,Hybrid (Petrol),5,900
Porsche,Macan,2.0L I4 Turbo,1984,,232,6.2,60000,Petrol,5,400
Porsche,Macan S,2.9L V6 Twin Turbo,2894,,259,4.8,75000,Petrol,5,520
Porsche,Macan GTS,2.9L V6 Twin Turbo,2894,,272,4.5,85000,Petrol,5,550
Porsche,Macan T,2.0L I4 Turbo,1984,,232,6.2,65000,Petrol,5,400
Porsche,911 Carrera,3.0L Flat-6 Twin Turbo,2981,,293,4.2,110000,Petrol,4,450
Porsche,911 Carrera S,3.0L Twin-Turbo Flat-6,2981,443,308,3.5,131300,Petrol,4,528
Porsche,911 Carrera 4,3.0L Twin-Turbo Flat-6,2981,379,293,4.2,106500,Petrol,4,450
Porsche,911 Carrera 4S,3.0L Twin-Turbo Flat-6,2981,443,306,3.4,113300,Petrol,4,528
Porsche,911 Targa 4,3.0L Twin-Turbo Flat-6,2981,379,289,4.4,121300,Petrol,4,450
Porsche,911 Turbo,3.8L Twin-Turbo Flat-6,3745,572,320,2.7,197200,Petrol,4,750
Porsche,911 Turbo S,3.8L Twin-Turbo Flat-6,3745,640,330,2.6,230400,Petrol,4,800
Porsche,911 GT3,4.0L Naturally Aspirated Flat-6,3996,502,318,3.4,161100,Petrol,2,469
Porsche,911 GT3 RS,4.0L Naturally Aspirated Flat-6,3996,518,296,3.2,241300,Petrol,2,465
Porsche,911 Dakar,3.0L Twin-Turbo Flat-6,2981,473,240,3.4,222000,Petrol,2,570
Porsche,Taycan,Dual Electric Motors,,402,230,5.4,86700,Electric,4,344
Porsche,Taycan 4S,Dual Electric Motors,,522,250,4,103800,Electric,4,640
Porsche,Taycan Turbo,Dual Electric Motors,,670,260,3.2,150900,Electric,4,850
Porsche,Taycan Turbo S,Dual Electric Motors,,750,260,2.8,185000,Electric,4,1050
Porsche,Taycan GTS,Dual Electric Motors,,590,250,3.5,132750,Electric,4,850
Porsche,Taycan Cross Turismo,Dual Electric Motors,,469,220,4.8,97700,Electric,5,500
Porsche,Taycan Sport Turismo,Dual Electric Motors,,509,240,4.1,104000,Electric,5,650
Porsche,718 Cayman,2.0L Turbocharged Flat-4,1988,300,275,4.9,63400,Petrol,2,380
Porsche,718 Cayman S,2.5L Turbocharged Flat-4,2497,350,285,4.4,75400,Petrol,2,420
Porsche,718 Cayman GT4,4.0L Naturally Aspirated Flat-6,3995,414,302,4.2,100200,Petrol,2,420
Porsche,718 Cayman GT4 RS,4.0L Naturally Aspirated Flat-6,3996,493,315,3.2,141700,Petrol,2,450
Porsche,718 Boxster,2.0L Turbo Flat-4,1988,300,275,4.9,65500,Petrol,2,380
Porsche,718 Boxster T,2.0L Turbo Flat-4,1988,300,275,4.7,69600,Petrol,2,380
Porsche,718 Boxster GTS,4.0L Naturally Aspirated Flat-6,3995,394,293,4.3,90300,Petrol,2,430
Porsche,718 Spyder,4.0L Naturally Aspirated Flat-6,3995,414,301,4.1,98300,Petrol,2,420
Porsche,Panamera Base,2.9L Twin-Turbo V6,2894,325,265,5.6,92300,Petrol,4,450
Porsche,Panamera 4 E-Hybrid,2.9L Twin-Turbo V6 + Electric Motor,2894,462,280,4.4,113300,Hybrid,4,700
Porsche,Panamera 4 Sport Turismo,2.9L Twin-Turbo V6,2894,325,265,5.5,101400,Petrol,4,450
Porsche,Panamera Turbo S E-Hybrid Sport Turismo,4.0L Twin-Turbo V8 + Electric Motor,3996,690,315,3.2,200200,Hybrid,4,870
Porsche,Panamera 4S E-Hybrid Executive,2.9L Twin-Turbo V6 + Electric Motor,2894,560,295,3.7,128900,Hybrid,4,750
Porsche,Panamera Platinum Edition,2.9L Twin-Turbo V6,2894,325,265,5.6,98300,Petrol,4,450
Porsche,Panamera GTS Sport Turismo,4.0L Twin-Turbo V8,3996,473,300,3.9,136900,Petrol,4,620
Porsche,Panamera Turbo Executive,4.0L Twin-Turbo V8,3996,550,306,3.8,175200,Petrol,4,770
Porsche,Panamera Turbo S Exclusive Series,4.0L Twin-Turbo V8,3996,570,310,3.8,290000,Petrol,4,800
Porsche,Panamera 4S ,2.9L Twin-Turbo V6,2894,443,289,4.1,105000,Petrol,4,550
Porsche,Macan Base,2.0L Turbo Inline-4,1984,265,232,6.4,58000,Petrol,5,400
Porsche,Macan T,2.0L Turbo Inline-4,1984,265,233,6.2,63000,Petrol,5,400
Porsche,Macan S,2.9L Twin-Turbo V6,2894,375,259,4.6,70400,Petrol,5,520
Porsche,Macan GTS,2.9L Twin-Turbo V6,2894,434,272,4.3,82900,Petrol,5,550
Porsche,Macan EV ,Dual Electric Motors,,603,240,4,85000,Electric,5,750
Porsche,Cayenne Base,3.0L Turbocharged V6,2995,335,245,5.9,72200,Petrol,5,450
